사용월,호선명,역ID,지하철역,승차승객수,하차승객수,작업일시
2024-01,9호선2~3단계,4136,올림픽공원(한국체대),"218,954","218,975",2024-02-03 10:48:39
2024-01,9호선2~3단계,4137,둔촌오륜,"28,962","28,968",2024-02-03 10:48:39
2024-01,9호선2~3단계,4138,중앙보훈병원,"340,706","298,494",2024-02-03 10:48:39
2024-01,우이신설선,4701,북한산우이,"82,184","75,392",2024-02-03 10:48:39
2024-01,우이신설선,4702,솔밭공원,"76,186","71,666",2024-02-03 10:48:39
2024-01,우이신설선,4703,4.19민주묘지,"84,481","77,578",2024-02-03 10:48:39
2024-01,우이신설선,4704,가오리,"125,066","124,264",2024-02-03 10:48:39
2024-01,우이신설선,4705,화계,"103,502","98,226",2024-02-03 10:48:39
2024-01,우이신설선,4706,삼양,"58,889","61,957",2024-02-03 10:48:39
2024-01,우이신설선,4707,삼양사거리,"74,238","74,681",2024-02-03 10:48:39
2024-01,우이신설선,4708,솔샘,"173,910","163,057",2024-02-03 10:48:39
2024-01,우이신설선,4709,북한산보국문,"180,927","173,666",2024-02-03 10:48:39
2024-01,우이신설선,4710,정릉,"138,406","127,562",2024-02-03 10:48:39
2024-01,우이신설선,4711,성신여대입구(돈암),"102,243","114,873",2024-02-03 10:48:39
2024-01,우이신설선,4712,보문,"45,734","45,693",2024-02-03 10:48:39
2024-01,우이신설선,4713,신설동,"66,242","62,470",2024-02-03 10:48:39
2024-01,신림선,4401,샛강,"78,310","89,519",2024-02-03 10:48:39
2024-01,신림선,4402,대방,"83,268","66,531",2024-02-03 10:48:39
2024-01,신림선,4403,서울지방병무청,"84,693","92,258",2024-02-03 10:48:39
2024-01,신림선,4404,보라매,"112,330","104,652",2024-02-03 10:48:39
2024-01,신림선,4405,보라매공원,"59,213","64,105",2024-02-03 10:48:39
2024-01,신림선,4406,보라매병원,"216,305","224,423",2024-02-03 10:48:39
2024-01,신림선,4407,당곡,"135,569","134,559",2024-02-03 10:48:39
2024-01,신림선,4408,신림,"51,152","70,668",2024-02-03 10:48:39
2024-01,신림선,4409,서원,"102,219","91,916",2024-02-03 10:48:39
2024-01,신림선,4410,서울대벤처타운,"278,228","262,367",2024-02-03 10:48:39
2024-01,신림선,4411,관악산(서울대),"77,217","77,000",2024-02-03 10:48:39
